END_REASON_ID,END_REASON_DESCRIPTION,END_REASON_DESCRIPTION CLEAR
9,Өөр ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр ажилд томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр ажилд томилогдсон.,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр ажилд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр ажилд шилжсэн.,нутаг дотроо шилжин ажиллахаар болсон
8,Өөр аймагруу шилжсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
9,Өөр албан тушаалд томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр албан тушаалд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр байгуулагад шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр байгууллагад ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр байгууллагад шилжин ажилласан,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр байгууллагад шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр байгууллагтай нэгдсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр газар луу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр газар орсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр газар шилжин суурьшсан,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр газар шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр газар шилжсэн.,нутаг дотроо шилжин ажиллахаар болсон
8,Өөр нутагт шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Өөр сум руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Өөр суманд шилжиж ирсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,Өөр суманд шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
9,Өөр сургуултд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр сургуульд ажиллах болсон,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр сургуульд сэлгэн ажиилах болсон,нутаг дотроо шилжин ажиллахаар болсон
9,"Өөр сургуульд шилжин ажиллах болсон.
",нутаг дотроо шилжин ажиллахаар болсон
9,Өөр төрийн  байгууллагад шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,Өөр хэлтэст шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
11,Өөр цэцэрлэгт Ахлах багшаар орох зорилгоор гарсан,өөрийн хүсэлтээр
9,Өөр цэцэрлэгт шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
11,Өөрийн  хүсэлт,өөрийн хүсэлтээр
11,Өөрийн  хүсэлтээр,өөрийн хүсэлтээр
11,Өөрийн хүсэлт,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр ажлаа сольсон,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр гарсан,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр чөлөөлөгдсөн,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр чөлөөлөгдсөн.,өөрийн хүсэлтээр
11,Өөрийн хүсэлтээр.,өөрийн хүсэлтээр
3,Өөрийн эрүүл мэндийн байдлаас хамааран чөлөө авсан,эрүүл мэндийн улмаас
3,өвдсөн,эрүүл мэндийн улмаас
3,өвчний улмаас,эрүүл мэндийн улмаас
3,өвчний улмаас группд орсон,эрүүл мэндийн улмаас
3,өвчний улмаас зуурдаар нас барсан,эрүүл мэндийн улмаас
3,өвчнөөр,эрүүл мэндийн улмаас
10,өвчтэй аилтаны   оронд  ажилласан,хүний оронд түр ажиллаж байсан
11,өмч хувьчилалаар,өөрийн хүсэлтээр
1,өндөр настны тэтгэвэр,тэтгэвэрт гарсан
9,өөр   газар  шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр ажилд орох,нутаг дотроо шилжин ажиллахаар болсон
9,өөр ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
9,өөр ажилд томилогдсон,нутаг дотроо шилжин ажиллахаар болсон
9,өөр ажилд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр ажилд шилжсэн.,нутаг дотроо шилжин ажиллахаар болсон
8,өөр аймаг руу шилжсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
9,өөр байгуулагруу,нутаг дотроо шилжин ажиллахаар болсон
9,өөр байгууллага руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр байгууллагад ажиллах болсон,нутаг дотроо шилжин ажиллахаар болсон
9,"өөр байгууллагад орсон
",нутаг дотроо шилжин ажиллахаар болсон
9,өөр байгууллагад шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр газар руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр газар шилжих болсон,нутаг дотроо шилжин ажиллахаар болсон
9,өөр газар шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр газкар ажилд орохоор,нутаг дотроо шилжин ажиллахаар болсон
9,өөр суманд хүнтэй гэрлэсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр сургууль руу шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр сургуульд орсон,нутаг дотроо шилжин ажиллахаар болсон
9,өөр сургуульд шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
9,өөр цэцэрлэгт шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
11,өөрийг хүсэлтээр,өөрийн хүсэлтээр
11,өөрийн  хүсэлтээр,өөрийн хүсэлтээр
11,өөрийн хүсэлт,өөрийн хүсэлтээр
11,өөрийн хүсэлтээр,өөрийн хүсэлтээр
11,"өөрийн хүсэлтээр
",өөрийн хүсэлтээр
9,өөрийн хүсэлтээр хувийн байгуулгад ажилд орсон,нутаг дотроо шилжин ажиллахаар болсон
?,№107,
?,№14 тоот тушаал,
?,№153,
?,№159,
?,№214,
?,№260,
?,№270,
?,№71 тоот тушаал,
1,2018-09-03 Өдрөөс Тэтгэвэрт гарсан,тэтгэвэрт гарсан
1,55 нас,тэтгэвэрт гарсан
1,55 нас хүрч өөрийн хүсэлтээр тэтгэвэрт гарсан.,тэтгэвэрт гарсан
1,60 нас хүрсэн тул хөдөлмөрийн гэрээ цуцлагдсан,тэтгэвэрт гарсан
1,Нас болсон,тэтгэвэрт гарсан
1,Тэтгэврийн   эрх үүссэн,тэтгэвэрт гарсан
1,Тэтгэвэр,тэтгэвэрт гарсан
1,Тэтгэвэр тогтоолгохоор,тэтгэвэрт гарсан
1,Тэтгэвэрийн нас болсон,тэтгэвэрт гарсан
1,Тэтгэвэрт,тэтгэвэрт гарсан
1,Тэтгэвэрт гарсан,тэтгэвэрт гарсан
1,Тэтгэвэрт гарсан.,тэтгэвэрт гарсан
0,Тэтгэвэрт гарсан.Мэргэжлийн багш байхгүй учраас түр орон тоонд ажиллаж байгаа,ажиллаж байгаа
1,Тэтгэвэртгарсан,тэтгэвэрт гарсан
1,Цэргийн албанд ажиллаад тэтгэвэрт гарсан,тэтгэвэрт гарсан
?,Цэргийн байнгын,
1,Цэргийн жинхэнэ албанаас цэргийн байнгын тэтгэвэр тогтоолгон чөлөөнд гарсан,тэтгэвэрт гарсан
1,Цэргийн тэтгэвэр тогтоолгосон,тэтгэвэрт гарсан
1,Цэргийн тэтгэвэрт гарсан,тэтгэвэрт гарсан
3,групп,эрүүл мэндийн улмаас
1,нас болж тэтгэвэрт суулаа,тэтгэвэрт гарсан
1,насны тэтгэвэр,тэтгэвэрт гарсан
1,тэтгэвэр,тэтгэвэрт гарсан
1,тэтгэвэр тогтоолгосон,тэтгэвэрт гарсан
1,тэтгэвэрийн нас,тэтгэвэрт гарсан
1,тэтгэвэрт,тэтгэвэрт гарсан
1,тэтгэвэрт гаосан,тэтгэвэрт гарсан
1,тэтгэвэрт гарах нас болж өөрийн хүсэлтээр,тэтгэвэрт гарсан
1,тэтгэвэрт гарах насанд хүрсэн,тэтгэвэрт гарсан
1,тэтгэвэрт гарах хугацаа болсон,тэтгэвэрт гарсан
1,тэтгэвэрт гарсан,тэтгэвэрт гарсан
1,тэтгэвэрт гарсан тул чөлөөлөгдсөн,тэтгэвэрт гарсан
1,тэтгэвэрт гарсан.,тэтгэвэрт гарсан
1,тэтгэвэртээ гарсан,тэтгэвэрт гарсан
1,тэтгэмжээ авсан,тэтгэвэрт гарсан
1,хүнд нөхцөл,тэтгэвэрт гарсан
1,цэргийн тэтгэвэр,тэтгэвэрт гарсан
1,цэргийн тэтгэвэр тогтоолгосон,тэтгэвэрт гарсан
4,эрхлэгчийн 2018-01-03 өдрийн Б/02 тушаалаар,халагдсан
1,Өндөр насны тэтгэвэрт гарсан,тэтгэвэрт гарсан
1,Өндөр насны тэтгэвэрээ тогтоолгосон,тэтгэвэрт гарсан
1,Өндөр настны тэтгэвэрт гарсан,тэтгэвэрт гарсан
11,Өөрийн хүсэлтээр,өөрийн хүсэлтээр
1,өндөр насны тэтгэвэрт гарсан,тэтгэвэрт гарсан
11,өөрийн хүсэлтээр,өөрийн хүсэлтээр
1,өөрийн хүсэлтээр тэтгэвэрт гарсан,тэтгэвэрт гарсан
?,1 жилийн цэргийн алба хаасан,
?,sdfdsf,
?,АБХэлтсийн даргын 1984-7-10 ны өдрийн 133-р тушаалаар,
4?,Халагдсан,
?,Хугацаат цэргийн алба,
?,Цэргийн алба,
?,Цэргийн алба биеэр хаасан,
?,Цэргийн алба биеээр хаасан,
?,Цэргийн алба хаасан,
?,Цэргийн алба хаах,
?,Цэргийн алба хаахаар,
?,Цэргийн албанаас чөлөөлөгдсөн.,
?,Цэргийн албанд татагдсан,
?,Цэргийн албанд явсан,
?,Цэргийн зарлан ирж цэрэгт явсан,
?,Цэргийн хугацаа дууссан,
?,Цэргээс халагдсан,
?,Цэрэгт татагдсан,
?,Цэрэгт явах болсон,
?,Цэрэгт явсан,
?,Цэрэгт явсан учир,
?,Цэхргийн алба,
?,алба хаасан,
?,алба хаах хугацаа дууссан,
?,албаа хаасан,
?,нийгмийн даатгал нөхөн төлөлт бүртгэв,
?,халагдсан,
?,хугацаат цэрэг халагдсан.,
?,цэргийн алба,
?,цэргийн алба хааж дуусаад халагдсан,
?,цэргийн алба хааж халагдсан,
?,цэргийн алба хаасан,
?,цэргийн албанаас бэлтгэлээр халагдсан,
?,цэргийн албанд дайчлагдсан,
?,цэргийн албанд явсан,
?,цэрэг,
?,цэрэгт,
?,цэрэгт татагдсан,
?,цэрэгт явсан,
?,цэрэгт явсан.,
9,шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
11,Өөрийн хүсэлтээр,өөрийн хүсэлтээр
11,өөр,өөрийн хүсэлтээр
11,өөрийн хүсэлт,өөрийн хүсэлтээр
0,1 жилийн цалингүй чөлөө авсан,ажиллаж байгаа
0,1 жилийн чөлөө,ажиллаж байгаа
0,1- жилийн чөлөө,ажиллаж байгаа
5,15-р цэцэрлэгээс ар гэрийн байдлаас болж түр чөлөө авч энэ хугацаанд НД-аа хувиараа төлсөн болно.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,uvchinii ulmaas,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Аавыгаа асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Аавыгаа асрах болсон тул өөрийн хүсэлтээр  гарсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн гачигдлаар Булган аймгийн Сэлэнгэ сумын Худалдаа бэлтгэлийн Анги руу шилэсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн гачигдлаар жилийн чөлөө авав,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн гачигдлаар чөлөөлөгдсөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэрийн гачигдлаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ар гэртэй холбоотой.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Бага насны хүүхэдтэй,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
12,Бүл нэмж ажлаас түр чөлөөлөгдсөн,жирэмсний амралт
8,Говь-Алтай Эрдэнэ сум,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Гэр бүлийн байдлаас шалтгаалсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр бүлийн байдлаас эхийн чөлөө дуусаад хүүхэддээ эмчилгээ хийлгэх зорилгоор,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,Гэр бүлийн хүн хотруу шилжсэн тул,хот суурин газар руу шилжин ажиллахаар болсон
5,Гэр бүлийн хүнээ дагаж шилжсэн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр бүлээ дагаж,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Гэр бүлээ дагаж шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,Гэр бүлээрээ ГАА-д амьдрах болсон,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Гэр хол,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,Дархан хотод шилжиж ирсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
12,Жирэмсний амралт,жирэмсний амралт
5,Нөхрийн бие өвдсөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Нөхөр суманд томилогдон ажиилах болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Нөхөр өөр суманд ажилаар томилогдсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,Орон нутаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Оршин суугаа газар өөрчлөндсөн.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ослын улмаас,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
15,Түр ажлын байран дээр ажиллаж байсан,гэрээний хугацаа дууссан
5,Түр хугацааны ээжийгээ асрах чөлөө авсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Төрсөн хүү өвний улмаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Төрсөн эгчийн бие муудсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,УБ хот шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
5,УБ хот ээж хагалгаанд орж байнгын эмчийн хяналтанд байх шаардлага гарсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
14,УБ хотод шилжин ирсэн,хот суурин газар руу шилжин ажиллахаар болсон
8,УБ хотоос Архангай аймаг руу шилжсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
14,УЛААНБААТАР ШИЛЖСЭН,хот суурин газар руу шилжин ажиллахаар болсон
14,Улаанбаатар хот руу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
14,Хот руу шилжсэн,хот суурин газар руу шилжин ажиллахаар болсон
5,Хувийн шалтгаанаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдээ эмчлүүлэх,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдүүд харах хүнгүй,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхдүүд хот руу сургуульд шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд гэмтсэн тул гэртээ асрахаар болсон.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд зөөх хүнгүй учир,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Хүүхэд харах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
4,Эгч дүүсийг нэг доор ажлуулахгүй гээд,халагдсан
3,Эрүүл мэндийн шалтгаанаар,эрүүл мэндийн улмаас
5,Эцэг эхээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,Ээжийгээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,аав хүндээр өвдсөн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,аав хүндөвчний улмаас эмнэлэгт удаан хугацаагаар  хэвтэж эмчлүүлэх болсон учир,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,аав ээжийгээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,аавыгаа асрахаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,аавыгаа харах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар  гэрийн  гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэр нь шилжсэн,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдал,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдлаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдлаар Манхан сум руу шилжив,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн гачигдлаар явсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шаардлагаар,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ар гэрийн шилжилт,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,байршил,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
3,гадаад улсад эмчилгээнд явсан,эрүүл мэндийн улмаас
4,гачигдал,халагдсан
4,гачигдлаар,халагдсан
8,гэр бүлээрээ шилжилт хөдөлгөөн хийсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
14,гэрбүлийн хамтаар УБ хотруу шилжив,хот суурин газар руу шилжин ажиллахаар болсон
10,жирэмсэн хүний оронд,хүний оронд түр ажиллаж байсан
5,нас барсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,нөхөртэйгөө  өөр аймаг руу шилжсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,орон нутаг байршил,хөдөө орон нутаг руу шилжин ажиллахаар болсон
0,түр чөлөө авсан,ажиллаж байгаа
12,төрсөн,жирэмсний амралт
5,улаанбаатар хотод хүүхэд эмнэлэгийн хяналтанд байсан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,хадам ааваа асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,"хань нь хүнд өвчтэй, эмчлүүлэхээр солонгос явсан","ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,хувийн шалтгаан,өөрийн хүсэлтээр
11,хувь,өөрийн хүсэлтээр
5,хүн асрах шаардлагатай болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,хүүхдээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
8,хөдөө орон нутагт ажиллахаар,хөдөө орон нутаг руу шилжин ажиллахаар болсон
8,хөдөө шилжин суурших,хөдөө орон нутаг руу шилжин ажиллахаар болсон
0,чөлөө авсан,ажиллаж байгаа
9,шилжилт,нутаг дотроо шилжин ажиллахаар болсон
9,шилжилт хөдөлгөөн хийгдсэн,нутаг дотроо шилжин ажиллахаар болсон
9,шилжилт хөдөлгөөнөөр,нутаг дотроо шилжин ажиллахаар болсон
9,шилжсэн,нутаг дотроо шилжин ажиллахаар болсон
5,эгчийгээ эмчилгээнд авч явах болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,эмнэлэгт хүн сахисан,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
0,эргэн ажилдаа орох,ажиллаж байгаа
3,эрүүл мэндийн байдал,эрүүл мэндийн улмаас
5,ээжийгээ асрах,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
5,ээжийгээ асрах болсон,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
3,Өвчний улмаас,эрүүл мэндийн улмаас
5,Өвчтэй хүн асрах түр чөлөөтэй байгаа.,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
9,Өөр байгуулагад шилжин явсан тул,нутаг дотроо шилжин ажиллахаар болсон
8,Өөр суманд шилжиж ирсэн.,хөдөө орон нутаг руу шилжин ажиллахаар болсон
5,Өөрийн гэр хотод байсан учир,"ар гэр бүл, амьдрах орчин, амьдралын өөрчлөлт"
11,Өөрийн хүсэлтээр,өөрийн хүсэлтээр
3,өвчний улмаас,эрүүл мэндийн улмаас
8,өөр нутагт амьдрах болсон мөн жирэмсэн,хөдөө орон нутаг руу шилжин ажиллахаар болсон
11,өөрийн  хүсэлтээр,өөрийн хүсэлтээр
11,өөрийн хүсэлтээр,өөрийн хүсэлтээр
?,9/20/1988,
6,АНУ-д суралцахаар,мэргэжил дээшлүүлэхээр
15,Ажиллах хугацаа дууссан,гэрээний хугацаа дууссан
6,Анагаах Ухааны их сургуульд суралцахаар,мэргэжил дээшлүүлэхээр
6,Англи улсад мэргэжил дээшлүүлэх сургалтаар,мэргэжил дээшлүүлэхээр
6,"Англи хэлний багшийн 1 жилийн сургалтанд сурсан
",мэргэжил дээшлүүлэхээр
6,БИСургуульд оюутан,мэргэжил дээшлүүлэхээр
6,БМДИ-ийн Англи хэлний багшийн 1 жилийн сургалтанд явсан,мэргэжил дээшлүүлэхээр
6,БСШУЯны хэрэгжилтийн багт ажиллахаар болсон,мэргэжил дээшлүүлэхээр
6,Багшлах эрх авах нэг жил мэргэжил дээшлүүлэн суралцсан,мэргэжил дээшлүүлэхээр
6,Бакалаврт өдрөөр суралцах болсон,мэргэжил дээшлүүлэхээр
6,Баянхонгор ТМС-д суралцах,мэргэжил дээшлүүлэхээр
6,Боловсролын салбар,мэргэжил дээшлүүлэхээр
6,Гадаадад суралцахаар явсан,мэргэжил дээшлүүлэхээр
6,Гадаадад сурахаар,мэргэжил дээшлүүлэхээр
6,Гадагшаа  сурахаар явах,мэргэжил дээшлүүлэхээр
6,Дээд сургуульд элссэн,мэргэжил дээшлүүлэхээр
6,Их дээд сургуульд орох болсон,мэргэжил дээшлүүлэхээр
6,Их сургуулиа төгсөх,мэргэжил дээшлүүлэхээр
6,Их сургуульд орсон,мэргэжил дээшлүүлэхээр
6,Их сургуульд суралцах хүсэлтээр,мэргэжил дээшлүүлэхээр
6,Курсст суралцах болсон,мэргэжил дээшлүүлэхээр
6,Курст явах болсон тул ажлаас нь чөлөөлөв,мэргэжил дээшлүүлэхээр
6,МУБИС-д Хөрвөх сургалтанд хамрагдсан,мэргэжил дээшлүүлэхээр
6,МУБИС-д багшаар суралцахаар болсон.,мэргэжил дээшлүүлэхээр
6,МУБИС-д суралцах,мэргэжил дээшлүүлэхээр
6,МУБИС-д суралцахаар чөлөөлөгдсөн,мэргэжил дээшлүүлэхээр
6,МУИС-д суруалцах болсон,мэргэжил дээшлүүлэхээр
6,МУИСийн биологийн фак-д 4 жил өдрөөр суралцах болов.,мэргэжил дээшлүүлэхээр
6,Мэргэжил дээшлүүлхээр.,мэргэжил дээшлүүлэхээр
6,Мэргэжил дээшлүүлэх курст явсан,мэргэжил дээшлүүлэхээр
6,Мэргэжил дээшлүүлэх сургалтад хамрагдахаар,мэргэжил дээшлүүлэхээр
6,Мэргэжлээ сольсон,мэргэжил дээшлүүлэхээр
6,Орос хэлний багшийн дээд сургуульд элсэн суралцсан.,мэргэжил дээшлүүлэхээр
6,Оюутан,мэргэжил дээшлүүлэхээр
10,Оюутан байхдаа жирэмсний амралттай хүний оронд түр ажиллаж байсан,хүний оронд түр ажиллаж байсан
6,Оюутан болж сууралцах болсон тул,мэргэжил дээшлүүлэхээр
6,Оюутан болсон,мэргэжил дээшлүүлэхээр
6,СУИС-д элсэн суралцсан,мэргэжил дээшлүүлэхээр
6,СХ Коллежид суралцахаар,мэргэжил дээшлүүлэхээр
6,Санхүү эдийн засгийн дээд сургуульд сурахаар,мэргэжил дээшлүүлэхээр
6,Солонгос улсад магистраар сурах болсон,мэргэжил дээшлүүлэхээр
6,Солонгос улсад суралцахаар,мэргэжил дээшлүүлэхээр
6,Суралцаж төгссөн,мэргэжил дээшлүүлэхээр
6,Суралцах ажлаар,мэргэжил дээшлүүлэхээр
6,Суралцах болсон тул,мэргэжил дээшлүүлэхээр
6,Суралцах хугацаанд чөлөө авсан,мэргэжил дээшлүүлэхээр
6,Суралцахаар,мэргэжил дээшлүүлэхээр
6,Суралцсан бага ангийн багшаар,мэргэжил дээшлүүлэхээр
6,"Суралцсан хугацаанд улсаас олгосон жил, сар",мэргэжил дээшлүүлэхээр
6,Сурах,мэргэжил дээшлүүлэхээр
6,Сурах болсон,мэргэжил дээшлүүлэхээр
6,Сурахаар,мэргэжил дээшлүүлэхээр
6,Сургалт,мэргэжил дээшлүүлэхээр
6,Сургалт дуусаж чөлөөлөгдсөн,мэргэжил дээшлүүлэхээр
6,Сургалтанд хамрагдах шалгалтанд тэнцсэн учир,мэргэжил дээшлүүлэхээр
6,Сургалтанд хамрагдахаар,мэргэжил дээшлүүлэхээр
6,Сургалтанд хамрагдсан,мэргэжил дээшлүүлэхээр
6,Сургалтанд явсан,мэргэжил дээшлүүлэхээр
6,Сургалтын хугацаа дууссан,мэргэжил дээшлүүлэхээр
6,Сургуулиа төгссөн,мэргэжил дээшлүүлэхээр
6,Сургуулийн томилтоор,мэргэжил дээшлүүлэхээр
6,Сургууль төгссөн,мэргэжил дээшлүүлэхээр
6,Сургуульв сурах,мэргэжил дээшлүүлэхээр
6,Сургуульд  суралцах,мэргэжил дээшлүүлэхээр
6,Сургуульд орсон,мэргэжил дээшлүүлэхээр
6,Сургуульд орсон.,мэргэжил дээшлүүлэхээр
6,Сургуульд суралцах,мэргэжил дээшлүүлэхээр
6,Сургуульд суралцах болсон,мэргэжил дээшлүүлэхээр
6,Сургуульд суралцах болсон тул ажлаас чөлөөлөв.,мэргэжил дээшлүүлэхээр
6,Сургуульд суралцах болсон тул үүрэгт ажлаас нь чөлөөлөв.,мэргэжил дээшлүүлэхээр
6,Сургуульд суралцахаар явсан,мэргэжил дээшлүүлэхээр
6,"Сургуульд суралцсан
",мэргэжил дээшлүүлэхээр
6,Сургуульд сурах,мэргэжил дээшлүүлэхээр
6,Сургуульд сурах болсон,мэргэжил дээшлүүлэхээр
6,Сургуульд сурахаар,мэргэжил дээшлүүлэхээр
6,Сургуульд сурахаар явсан,мэргэжил дээшлүүлэхээр
6,Сургуульд сурахаар явсан.,мэргэжил дээшлүүлэхээр
6,Сургуульд сурсан,мэргэжил дээшлүүлэхээр
6,Сургуульд сурч байсан,мэргэжил дээшлүүлэхээр
6,Сургуульд сурч байсан төгсөх болсон учир,мэргэжил дээшлүүлэхээр
6,Сургуульд элссэн.,мэргэжил дээшлүүлэхээр
6,Сургуульд явах хүсэлтээр,мэргэжил дээшлүүлэхээр
6,Сурсан,мэргэжил дээшлүүлэхээр
